account_id,account_hash,institution_type,owner_person_id,source_id,synthetic_demo_record
ACC_01502,90c300926ef60488,Cooperative Bank,P_03618,BANK_SRC_82,True
ACC_01503,d574301e79955b8b,Commercial Bank,P_02971,BANK_SRC_46,True
ACC_01504,6629e6b51582e6ab,NBFC,P_01481,BANK_SRC_96,True
ACC_01505,62c91b420816fb5e,Commercial Bank,P_01532,BANK_SRC_60,True
ACC_01506,5b81c0da79d631ad,Commercial Bank,P_02665,BANK_SRC_10,True
ACC_01507,0e2a12bf6d19c119,Cooperative Bank,P_02310,BANK_SRC_60,True
ACC_01508,9795ba3b35913c46,NBFC,P_02106,BANK_SRC_44,True
ACC_01509,00e0671094870326,Cooperative Bank,P_02425,BANK_SRC_82,True
ACC_01510,487e1ea808b37148,Payment Bank,P_03428,BANK_SRC_28,True
ACC_01511,76934035a447a8bd,Commercial Bank,P_01281,BANK_SRC_69,True
ACC_01512,7b9a6520eb6795a4,Cooperative Bank,P_01231,BANK_SRC_50,True
ACC_01513,e9f121f11c6ad98a,Commercial Bank,P_01288,BANK_SRC_90,True
ACC_01514,01aebd82ab99cf56,Payment Bank,P_04252,BANK_SRC_95,True
ACC_01515,7854843f7ca9884a,Cooperative Bank,P_03952,BANK_SRC_34,True
ACC_01516,5d895d6cf6c55403,Cooperative Bank,P_04024,BANK_SRC_15,True
ACC_01517,0fe8441227a54187,Commercial Bank,P_00117,BANK_SRC_17,True
ACC_01518,21917a320db108d9,Cooperative Bank,P_03466,BANK_SRC_53,True
ACC_01519,23f395a426d39aec,NBFC,P_04311,BANK_SRC_67,True
ACC_01520,e740323a54530c54,Payment Bank,P_02710,BANK_SRC_80,True
ACC_01521,9d469f73129467e8,Cooperative Bank,P_03385,BANK_SRC_80,True
ACC_01522,368ca1ca2008eaa4,Commercial Bank,P_02532,BANK_SRC_40,True
ACC_01523,5406b8d7632f78aa,Cooperative Bank,P_02418,BANK_SRC_38,True
ACC_01524,c081c355fc8d731d,NBFC,P_01506,BANK_SRC_55,True
ACC_01525,68239e747e86c6e7,Commercial Bank,P_03385,BANK_SRC_52,True
ACC_01526,1a7039f6b005e416,Cooperative Bank,P_02479,BANK_SRC_52,True
ACC_01527,d3cfccb8ca95f9b8,NBFC,P_00992,BANK_SRC_36,True
ACC_01528,07465668b3271c61,Payment Bank,P_02569,BANK_SRC_23,True
ACC_01529,d9286b3fd23388f6,NBFC,P_04190,BANK_SRC_55,True
ACC_01530,625db8f3cf6bac50,Payment Bank,P_04640,BANK_SRC_62,True
ACC_01531,88be5e0afb8552eb,Cooperative Bank,P_00104,BANK_SRC_38,True
ACC_01532,da3274c7911dbf06,Cooperative Bank,P_03668,BANK_SRC_33,True
ACC_01533,cfe8c210dc162e91,Payment Bank,P_04665,BANK_SRC_76,True
ACC_01534,fbe5cd8a6efa3c21,Commercial Bank,P_02148,BANK_SRC_11,True
ACC_01535,27b4fc7e7f8a3cf7,Cooperative Bank,P_04620,BANK_SRC_51,True
ACC_01536,de7bff425f46fa3d,Payment Bank,P_00759,BANK_SRC_55,True
ACC_01537,a0944af356c0e55c,Payment Bank,P_03932,BANK_SRC_35,True
ACC_01538,633d96129845bfd8,Cooperative Bank,P_03713,BANK_SRC_72,True
ACC_01539,5125dc1f5ce60fb8,Payment Bank,P_03249,BANK_SRC_18,True
ACC_01540,bedff4f7d4bf47f8,Cooperative Bank,P_02381,BANK_SRC_17,True
ACC_01541,55aa70d9ffd7993d,Commercial Bank,P_01515,BANK_SRC_38,True
ACC_01542,4df64043dd2f42af,Cooperative Bank,P_03987,BANK_SRC_25,True
ACC_01543,e96a3fe4aea0e48c,Cooperative Bank,P_00133,BANK_SRC_49,True
ACC_01544,c7454eca0d280b6f,Cooperative Bank,P_01559,BANK_SRC_87,True
ACC_01545,674ce90e5f994602,Payment Bank,P_03026,BANK_SRC_82,True
ACC_01546,17f705613afdd595,Payment Bank,P_03229,BANK_SRC_13,True
ACC_01547,44e444b5f19d71da,Payment Bank,P_03776,BANK_SRC_35,True
ACC_01548,838b625f8d1ef7fb,Cooperative Bank,P_04944,BANK_SRC_94,True
ACC_01549,ce84a4c3504b381e,NBFC,P_02457,BANK_SRC_68,True
ACC_01550,bd2cb2c542ef379a,Cooperative Bank,P_00197,BANK_SRC_49,True
ACC_01551,b8b829351a40dc1d,NBFC,P_02034,BANK_SRC_58,True
ACC_01552,ac4925fab5d6cd10,NBFC,P_04978,BANK_SRC_97,True
ACC_01553,3c7e06f695dc939f,Payment Bank,P_00040,BANK_SRC_36,True
ACC_01554,e04ac9f3b04672e1,Cooperative Bank,P_04340,BANK_SRC_97,True
ACC_01555,0bd9dd82a5de718e,Payment Bank,P_02917,BANK_SRC_52,True
ACC_01556,547f55ca645e48fd,NBFC,P_04746,BANK_SRC_31,True
ACC_01557,35e6f8c10f2f5ae6,NBFC,P_04677,BANK_SRC_82,True
ACC_01558,6390e249e4f98a20,NBFC,P_01199,BANK_SRC_30,True
ACC_01559,5573fedd2635e4e7,Payment Bank,P_03997,BANK_SRC_62,True
ACC_01560,8ca806495e597bcc,Commercial Bank,P_04023,BANK_SRC_97,True
ACC_01561,6dd654f50065f330,Cooperative Bank,P_02264,BANK_SRC_96,True
ACC_01562,b5ea2895fac36f46,Payment Bank,P_01974,BANK_SRC_65,True
ACC_01563,8849ad7e6c806cb2,Commercial Bank,P_03410,BANK_SRC_55,True
ACC_01564,19db5812fd5f5c04,NBFC,P_00821,BANK_SRC_21,True
ACC_01565,d2849e5dfb780dbf,Cooperative Bank,P_04076,BANK_SRC_74,True
ACC_01566,f33af0ac880dcde0,Cooperative Bank,P_04093,BANK_SRC_44,True
ACC_01567,b47455111d9c8fcc,Commercial Bank,P_02101,BANK_SRC_41,True
ACC_01568,1b5d9a3040be6e51,NBFC,P_02951,BANK_SRC_89,True
ACC_01569,cff92e5134831f96,Payment Bank,P_02655,BANK_SRC_44,True
ACC_01570,57a58d1e7ddac5f8,Cooperative Bank,P_00386,BANK_SRC_99,True
ACC_01571,7575bdb05969b155,Cooperative Bank,P_01928,BANK_SRC_79,True
ACC_01572,a7c6409924ad6476,Cooperative Bank,P_00227,BANK_SRC_44,True
ACC_01573,7075cf81ed7c496b,Commercial Bank,P_03842,BANK_SRC_27,True
ACC_01574,705d0b710ddc4572,Cooperative Bank,P_01667,BANK_SRC_90,True
ACC_01575,d935ac9370673e83,Cooperative Bank,P_04997,BANK_SRC_30,True
ACC_01576,2e358a579fdd5150,Cooperative Bank,P_00228,BANK_SRC_22,True
ACC_01577,65e6ba9d73c815fb,Cooperative Bank,P_04202,BANK_SRC_13,True
ACC_01578,21a3966bf0eb36e9,Cooperative Bank,P_00049,BANK_SRC_84,True
ACC_01579,af393bef1b326671,Cooperative Bank,P_00815,BANK_SRC_19,True
ACC_01580,8549f70a3e448c75,Cooperative Bank,P_01597,BANK_SRC_96,True
ACC_01581,d78f97f137b53223,Cooperative Bank,P_00546,BANK_SRC_20,True
ACC_01582,bc63ec75d9f0e4b8,Cooperative Bank,P_01376,BANK_SRC_41,True
ACC_01583,d5787713f455a30b,NBFC,P_01002,BANK_SRC_71,True
ACC_01584,bb2965f230fab18f,Payment Bank,P_01535,BANK_SRC_87,True
ACC_01585,cc935e60f363e768,Commercial Bank,P_00149,BANK_SRC_94,True
ACC_01586,f2f1cc9cf82fc69e,Payment Bank,P_03740,BANK_SRC_61,True
ACC_01587,a9f6cf6367451a9a,Commercial Bank,P_04713,BANK_SRC_98,True
ACC_01588,29e41e829600318a,Commercial Bank,P_00862,BANK_SRC_69,True
ACC_01589,9e5bcfc8d1b6317a,Cooperative Bank,P_03082,BANK_SRC_32,True
ACC_01590,be70e378b4c9e36c,Cooperative Bank,P_02457,BANK_SRC_42,True
ACC_01591,8ee0fa208ef83c18,Commercial Bank,P_01792,BANK_SRC_57,True
ACC_01592,db71e1d3dbbe267c,NBFC,P_00596,BANK_SRC_48,True
ACC_01593,5adc734416ace93f,Commercial Bank,P_03567,BANK_SRC_69,True
ACC_01594,6378f409c6a0433a,NBFC,P_00480,BANK_SRC_11,True
ACC_01595,98970d1691c7c08d,Cooperative Bank,P_01093,BANK_SRC_14,True
ACC_01596,764a66280db6f22b,Cooperative Bank,P_02133,BANK_SRC_94,True
ACC_01597,734f86b3d9aa4976,Cooperative Bank,P_04354,BANK_SRC_46,True
ACC_01598,bfa60d7fd6e658a1,Cooperative Bank,P_04653,BANK_SRC_36,True
ACC_01599,33a44ab89c812a15,Commercial Bank,P_01375,BANK_SRC_13,True
ACC_01600,c541ec8e9ef31ee6,Cooperative Bank,P_03070,BANK_SRC_32,True
ACC_01601,eed8b3e667064adf,Cooperative Bank,P_02222,BANK_SRC_27,True
ACC_01602,ed1db210cf9c88fa,Cooperative Bank,P_02870,BANK_SRC_56,True
ACC_01603,fbb7d766da9444d8,Cooperative Bank,P_01209,BANK_SRC_24,True
ACC_01604,9234f09bdafa4d34,Payment Bank,P_00809,BANK_SRC_47,True
ACC_01605,843aba21bb09b7df,NBFC,P_01357,BANK_SRC_73,True
ACC_01606,7fba9643b2e06de9,NBFC,P_00218,BANK_SRC_67,True
ACC_01607,51ef13da162897b9,NBFC,P_04238,BANK_SRC_69,True
ACC_01608,3d095e5521679929,Cooperative Bank,P_04496,BANK_SRC_50,True
ACC_01609,28b7654cc810f57b,NBFC,P_00786,BANK_SRC_42,True
ACC_01610,ecc5165d7114164b,Cooperative Bank,P_01387,BANK_SRC_12,True
ACC_01611,5f0e168e83eebee9,Payment Bank,P_01398,BANK_SRC_20,True
ACC_01612,01648ef1f30b0b89,Commercial Bank,P_03960,BANK_SRC_46,True
ACC_01613,eb8d01a0e464e70a,Payment Bank,P_00098,BANK_SRC_19,True
ACC_01614,ac0c9d82c6e23666,Commercial Bank,P_00497,BANK_SRC_67,True
ACC_01615,c3936ae949cfc89b,Commercial Bank,P_02641,BANK_SRC_77,True
ACC_01616,491bf56bc1b96b16,Cooperative Bank,P_02174,BANK_SRC_80,True
ACC_01617,8a33a2164f14d6b8,Commercial Bank,P_02434,BANK_SRC_39,True
ACC_01618,001c7ec3b8628ea7,NBFC,P_04164,BANK_SRC_67,True
ACC_01619,a574b94ff375b21a,Commercial Bank,P_04997,BANK_SRC_81,True
ACC_01620,b30a55bbe80fe72a,NBFC,P_01862,BANK_SRC_60,True
ACC_01621,22e63f3455a18001,Commercial Bank,P_02282,BANK_SRC_53,True
ACC_01622,f1ef75ab3a385371,Payment Bank,P_04274,BANK_SRC_10,True
ACC_01623,96a4ad0792545029,Cooperative Bank,P_00690,BANK_SRC_68,True
ACC_01624,b27444cfd53b8d0e,Cooperative Bank,P_04874,BANK_SRC_27,True
ACC_01625,c914b9b41f07eb9e,Commercial Bank,P_04090,BANK_SRC_25,True
ACC_01626,73b404b4e5a6647f,Cooperative Bank,P_04079,BANK_SRC_11,True
ACC_01627,1308e5354569dc22,Cooperative Bank,P_02958,BANK_SRC_18,True
ACC_01628,74a0ddf8d5566cf8,NBFC,P_01584,BANK_SRC_35,True
ACC_01629,2e2fce3a70121d28,Commercial Bank,P_03141,BANK_SRC_89,True
ACC_01630,26c7857d218f511e,Commercial Bank,P_04887,BANK_SRC_32,True
ACC_01631,96083b3e432673ad,Payment Bank,P_02029,BANK_SRC_18,True
ACC_01632,e60668336ad68fa3,Payment Bank,P_00542,BANK_SRC_70,True
ACC_01633,2249af4d4b9778c8,NBFC,P_00637,BANK_SRC_16,True
ACC_01634,2db9972a0b3e3f05,Payment Bank,P_03219,BANK_SRC_66,True
ACC_01635,7e31da3da7be5109,NBFC,P_04643,BANK_SRC_34,True
ACC_01636,103d855178c5cca1,Commercial Bank,P_00734,BANK_SRC_67,True
ACC_01637,691d770b04251e3e,Payment Bank,P_04950,BANK_SRC_79,True
ACC_01638,1090cf4f8416405d,Commercial Bank,P_00658,BANK_SRC_83,True
ACC_01639,4d00e0738dd1d6e5,Commercial Bank,P_00512,BANK_SRC_45,True
ACC_01640,6d29cf8fc2301a12,NBFC,P_02747,BANK_SRC_98,True
ACC_01641,a18b2e54b0acb46d,NBFC,P_03295,BANK_SRC_19,True
ACC_01642,f9b6e4a9554101ec,Cooperative Bank,P_04788,BANK_SRC_44,True
ACC_01643,d7aadfde122b52d4,NBFC,P_04625,BANK_SRC_14,True
ACC_01644,b929d8d603724979,NBFC,P_04656,BANK_SRC_49,True
ACC_01645,04bd4d6115434c8a,NBFC,P_02713,BANK_SRC_15,True
ACC_01646,c5ed7221b50f54af,Cooperative Bank,P_01057,BANK_SRC_81,True
ACC_01647,0c0a07d457634e0d,Cooperative Bank,P_00035,BANK_SRC_49,True
ACC_01648,365c5cc77c188669,NBFC,P_03704,BANK_SRC_94,True
ACC_01649,de808a16aa067e1d,Payment Bank,P_01114,BANK_SRC_91,True
ACC_01650,3fcd7fed1720afc8,Payment Bank,P_04818,BANK_SRC_77,True
ACC_01651,65380b97b9224aee,Cooperative Bank,P_04621,BANK_SRC_56,True
ACC_01652,312577ec1e715a59,NBFC,P_04209,BANK_SRC_31,True
ACC_01653,96fd59afbfc7b5e6,Payment Bank,P_04979,BANK_SRC_99,True
ACC_01654,244ebd05eaf3e60b,Cooperative Bank,P_03872,BANK_SRC_99,True
ACC_01655,882dd0058427806f,Cooperative Bank,P_02137,BANK_SRC_83,True
ACC_01656,4f129880e5c7916a,Payment Bank,P_04217,BANK_SRC_59,True
ACC_01657,95d223835304940a,Payment Bank,P_02393,BANK_SRC_27,True
ACC_01658,9c173b961c34c13e,Cooperative Bank,P_03727,BANK_SRC_50,True
ACC_01659,820908f6f1b907d5,Cooperative Bank,P_03219,BANK_SRC_87,True
ACC_01660,9a446be9db52e188,NBFC,P_00635,BANK_SRC_61,True
ACC_01661,e20a4694ba69be21,Cooperative Bank,P_01361,BANK_SRC_52,True
ACC_01662,5541e23a7990feb3,Payment Bank,P_01850,BANK_SRC_10,True
ACC_01663,4ee45df89919bad3,Commercial Bank,P_03199,BANK_SRC_23,True
ACC_01664,eb9f7ded5d798036,Cooperative Bank,P_03368,BANK_SRC_44,True
ACC_01665,065365bea6a3ac6f,Cooperative Bank,P_00485,BANK_SRC_21,True
ACC_01666,e15e0010e80842a0,Payment Bank,P_03068,BANK_SRC_32,True
ACC_01667,b8e6bfbf07f260e1,Cooperative Bank,P_03405,BANK_SRC_77,True
ACC_01668,cd79783155614cfb,Cooperative Bank,P_04560,BANK_SRC_34,True
ACC_01669,e45e31ad289e9e88,Payment Bank,P_02986,BANK_SRC_45,True
ACC_01670,a016273e09b698ee,Commercial Bank,P_02230,BANK_SRC_93,True
ACC_01671,1850195bedc3a6e2,Payment Bank,P_02511,BANK_SRC_28,True
ACC_01672,df198cf1addd643f,NBFC,P_00689,BANK_SRC_53,True
ACC_01673,b38cc87476bae62a,Payment Bank,P_02221,BANK_SRC_47,True
ACC_01674,b95b9dc3ffedce9c,Payment Bank,P_04651,BANK_SRC_31,True
ACC_01675,a6794ee6e6ad25e9,Payment Bank,P_00664,BANK_SRC_32,True
ACC_01676,de18a981b1468c68,Commercial Bank,P_02008,BANK_SRC_56,True
ACC_01677,821b968b64b49e0c,Commercial Bank,P_00612,BANK_SRC_25,True
ACC_01678,13ad51f138ba3551,Cooperative Bank,P_03342,BANK_SRC_42,True
ACC_01679,62724b9bab709d00,NBFC,P_03174,BANK_SRC_32,True
ACC_01680,2bfe0c18ea7b7c1f,Cooperative Bank,P_02123,BANK_SRC_93,True
ACC_01681,b43cb5d635f8f18f,Payment Bank,P_04424,BANK_SRC_92,True
ACC_01682,8795d7ea4842e2f6,Payment Bank,P_04669,BANK_SRC_40,True
ACC_01683,3c62f59a2695bcf0,Payment Bank,P_00018,BANK_SRC_25,True
ACC_01684,d3f7c8f0480ac9d9,Commercial Bank,P_02187,BANK_SRC_77,True
ACC_01685,f93339e27b3e598a,NBFC,P_01805,BANK_SRC_82,True
ACC_01686,5ff63db09122f302,Commercial Bank,P_01454,BANK_SRC_53,True
ACC_01687,3baeee04615f0cde,Payment Bank,P_03814,BANK_SRC_51,True
ACC_01688,d6bd0e7095f58a88,Commercial Bank,P_01611,BANK_SRC_74,True
ACC_01689,8c85ee276636fbe8,NBFC,P_00752,BANK_SRC_48,True
ACC_01690,d2234040ccc0c403,NBFC,P_01955,BANK_SRC_31,True
ACC_01691,b20983c501e9b744,Commercial Bank,P_02528,BANK_SRC_44,True
ACC_01692,5150010c2fbf5a2e,NBFC,P_03406,BANK_SRC_85,True
ACC_01693,87d60652aa3f4ff1,NBFC,P_03189,BANK_SRC_41,True
ACC_01694,f974b99db9a98296,Commercial Bank,P_03653,BANK_SRC_28,True
ACC_01695,37a32e2b99b05d40,Commercial Bank,P_00524,BANK_SRC_59,True
ACC_01696,4ebb713a78019d85,Commercial Bank,P_02771,BANK_SRC_44,True
ACC_01697,2c5d0ecc4a723a51,Commercial Bank,P_03587,BANK_SRC_23,True
ACC_01698,034262112895d042,Payment Bank,P_00881,BANK_SRC_10,True
ACC_01699,4ecdf4534be18336,NBFC,P_01137,BANK_SRC_15,True
ACC_01700,6ac2fa177cdcaf99,Commercial Bank,P_00014,BANK_SRC_33,True
ACC_01701,858a373289a88024,NBFC,P_03938,BANK_SRC_75,True
ACC_01702,480edecd9b265e04,Commercial Bank,P_01859,BANK_SRC_32,True
ACC_01703,45d0f426f6075bd1,Commercial Bank,P_00493,BANK_SRC_43,True
ACC_01704,fd0cb5638b3cadbf,Payment Bank,P_04086,BANK_SRC_14,True
ACC_01705,318f58f83212adf0,NBFC,P_03786,BANK_SRC_89,True
ACC_01706,343645dcbaee8722,NBFC,P_04953,BANK_SRC_74,True
ACC_01707,d8500f7b36dc880b,Commercial Bank,P_02189,BANK_SRC_92,True
ACC_01708,e5ffab4bd0c5e03e,Payment Bank,P_00553,BANK_SRC_44,True
ACC_01709,7edd26aea1efa9e6,Commercial Bank,P_01118,BANK_SRC_92,True
ACC_01710,8c1089a39ef7692b,Cooperative Bank,P_03897,BANK_SRC_78,True
ACC_01711,6ea902f79e263b30,Payment Bank,P_03467,BANK_SRC_31,True
ACC_01712,48b97a036fcd27f9,Payment Bank,P_04347,BANK_SRC_68,True
ACC_01713,6ddc6bc1ce3cd2d6,NBFC,P_02652,BANK_SRC_37,True
ACC_01714,feab5aac154182ac,Cooperative Bank,P_04109,BANK_SRC_85,True
ACC_01715,a4b22ed89db342ae,Payment Bank,P_01882,BANK_SRC_73,True
ACC_01716,cdd6817e58e52977,Cooperative Bank,P_03915,BANK_SRC_59,True
ACC_01717,d1f3599ee53e54be,NBFC,P_03634,BANK_SRC_49,True
ACC_01718,bcfd25c04ebd97cf,Cooperative Bank,P_00817,BANK_SRC_87,True
ACC_01719,ebd30a4e4555e5c8,Payment Bank,P_02282,BANK_SRC_10,True
ACC_01720,332bffec1db94889,Commercial Bank,P_02348,BANK_SRC_40,True
ACC_01721,9161c3880628cdbb,Payment Bank,P_02794,BANK_SRC_80,True
ACC_01722,708098c20dc379e0,NBFC,P_03358,BANK_SRC_64,True
ACC_01723,2a4974801e5eac2e,NBFC,P_00124,BANK_SRC_37,True
ACC_01724,2193933eb4f0b3ea,Commercial Bank,P_02927,BANK_SRC_72,True
ACC_01725,6ff243fee4e36ec9,Cooperative Bank,P_02676,BANK_SRC_21,True
ACC_01726,ca5461a54850e147,Payment Bank,P_00467,BANK_SRC_26,True
ACC_01727,d2b47b7777bba9cc,Payment Bank,P_03191,BANK_SRC_93,True
ACC_01728,347089f8b1be952c,Commercial Bank,P_02389,BANK_SRC_26,True
ACC_01729,6aba5e3fc2472fde,Payment Bank,P_02321,BANK_SRC_17,True
ACC_01730,cd31502055432c76,Cooperative Bank,P_04207,BANK_SRC_51,True
ACC_01731,cc9df1233094f524,Payment Bank,P_03321,BANK_SRC_30,True
ACC_01732,13350ccaa7daa370,NBFC,P_02313,BANK_SRC_68,True
ACC_01733,dca383cae6627615,NBFC,P_04840,BANK_SRC_63,True
ACC_01734,e2f557ec2450bc31,Cooperative Bank,P_02970,BANK_SRC_72,True
ACC_01735,c5e2a2746b72c982,Cooperative Bank,P_02113,BANK_SRC_52,True
ACC_01736,0606d08514e46ce2,Payment Bank,P_00623,BANK_SRC_80,True
ACC_01737,89d974282547294d,Commercial Bank,P_02428,BANK_SRC_20,True
ACC_01738,f16b8523499c719f,Cooperative Bank,P_04125,BANK_SRC_30,True
ACC_01739,1cb12079d737956f,Payment Bank,P_03935,BANK_SRC_82,True
ACC_01740,8186293082fdf278,NBFC,P_03508,BANK_SRC_73,True
ACC_01741,6aeb45de09f122d0,Commercial Bank,P_02136,BANK_SRC_28,True
ACC_01742,77cef853b000221b,Payment Bank,P_00494,BANK_SRC_44,True
ACC_01743,df62d3117bbe412b,Commercial Bank,P_00312,BANK_SRC_81,True
ACC_01744,cf0487580318f2a8,Payment Bank,P_02197,BANK_SRC_83,True
ACC_01745,00b6207014748fbf,Payment Bank,P_00673,BANK_SRC_28,True
ACC_01746,78ee58c341a11ec0,Payment Bank,P_03399,BANK_SRC_38,True
ACC_01747,b900fe18b80ce3b0,Cooperative Bank,P_04048,BANK_SRC_96,True
ACC_01748,cff40db20ac89445,NBFC,P_04983,BANK_SRC_41,True
ACC_01749,6935841d7bab74dc,Payment Bank,P_02734,BANK_SRC_63,True
ACC_01750,ceea4e3c08b8036c,NBFC,P_00577,BANK_SRC_31,True
ACC_01751,900bc8b56b5c5719,Payment Bank,P_00179,BANK_SRC_28,True
ACC_01752,1c57effde31e50f5,Payment Bank,P_00184,BANK_SRC_62,True
ACC_01753,83d6eb27e5d2dd87,NBFC,P_00625,BANK_SRC_77,True
ACC_01754,6f8763d2420e4042,Cooperative Bank,P_04160,BANK_SRC_76,True
ACC_01755,09e55971f5a14183,Payment Bank,P_01471,BANK_SRC_87,True
ACC_01756,9a6e84212d6d6a3b,Commercial Bank,P_01545,BANK_SRC_46,True
ACC_01757,330014e92559bcdf,NBFC,P_00839,BANK_SRC_20,True
ACC_01758,9fc743d1efb01da3,Cooperative Bank,P_03151,BANK_SRC_17,True
ACC_01759,5d5b9d76cad7f019,Payment Bank,P_04230,BANK_SRC_46,True
ACC_01760,6e182716f43279f3,Payment Bank,P_00712,BANK_SRC_41,True
ACC_01761,726bf13d047e869b,Commercial Bank,P_03438,BANK_SRC_95,True
ACC_01762,787c89a72d06001b,Cooperative Bank,P_01481,BANK_SRC_21,True
ACC_01763,f6c5d0dd5d82070b,Commercial Bank,P_01823,BANK_SRC_30,True
ACC_01764,99d30a31b26e3326,Cooperative Bank,P_00548,BANK_SRC_63,True
ACC_01765,8576e5fffa4ad336,NBFC,P_03978,BANK_SRC_69,True
ACC_01766,ead269ec18f1361e,NBFC,P_03727,BANK_SRC_58,True
ACC_01767,dd9e23e74e312043,Payment Bank,P_02549,BANK_SRC_52,True
ACC_01768,6f96a48f8b181459,Commercial Bank,P_00477,BANK_SRC_88,True
ACC_01769,0dcc158bb66c539b,Cooperative Bank,P_02711,BANK_SRC_55,True
ACC_01770,0d867cfc2bead5b9,NBFC,P_00910,BANK_SRC_89,True
ACC_01771,5a1b40857ba72dc7,Payment Bank,P_01674,BANK_SRC_36,True
ACC_01772,ccc19e3ab571986b,Cooperative Bank,P_01926,BANK_SRC_34,True
ACC_01773,92bd07eb2ee691e1,Commercial Bank,P_02092,BANK_SRC_36,True
ACC_01774,a88359622d173e0a,Payment Bank,P_02992,BANK_SRC_93,True
ACC_01775,0163b7714333e057,Commercial Bank,P_04357,BANK_SRC_69,True
ACC_01776,f695fcc19703053d,Payment Bank,P_00188,BANK_SRC_12,True
ACC_01777,f29798e88dcda0be,Commercial Bank,P_03541,BANK_SRC_59,True
ACC_01778,ed7fd1f2e5339eda,Commercial Bank,P_03605,BANK_SRC_48,True
ACC_01779,c84c7f04ec1c4682,NBFC,P_02505,BANK_SRC_65,True
ACC_01780,9cb976f2485d1a01,Payment Bank,P_01288,BANK_SRC_81,True
ACC_01781,736a02e59966e5a6,NBFC,P_02053,BANK_SRC_41,True
ACC_01782,1a1c8780ad278f4d,Payment Bank,P_00447,BANK_SRC_16,True
ACC_01783,42f91ef328118ec3,NBFC,P_03579,BANK_SRC_31,True
ACC_01784,cc7d75905d10a97e,Cooperative Bank,P_02826,BANK_SRC_56,True
ACC_01785,3446a76a3b03169e,NBFC,P_04252,BANK_SRC_69,True
ACC_01786,a7c78c04ea3b7841,Cooperative Bank,P_00915,BANK_SRC_78,True
ACC_01787,bc3217c9792def99,Commercial Bank,P_02215,BANK_SRC_85,True
ACC_01788,b715f45359004276,Commercial Bank,P_04829,BANK_SRC_59,True
ACC_01789,b692a9655ba7c80a,Commercial Bank,P_02735,BANK_SRC_99,True
ACC_01790,a3a5f61bf95435c3,NBFC,P_04784,BANK_SRC_94,True
ACC_01791,7e4a53b598750b6f,NBFC,P_02450,BANK_SRC_42,True
ACC_01792,ac77873eebfcfa1f,Commercial Bank,P_02634,BANK_SRC_13,True
ACC_01793,5a9fa9af4af65364,Payment Bank,P_02161,BANK_SRC_29,True
ACC_01794,497c1b431fe0e2bf,Payment Bank,P_04408,BANK_SRC_52,True
ACC_01795,272fd27608eb7b85,NBFC,P_02143,BANK_SRC_72,True
ACC_01796,78c307820354f4ba,Commercial Bank,P_04908,BANK_SRC_25,True
ACC_01797,8710b61f451d61e5,Commercial Bank,P_02016,BANK_SRC_88,True
ACC_01798,db15402996a5954e,Cooperative Bank,P_01872,BANK_SRC_92,True
ACC_01799,cccf18565d9baa2b,Cooperative Bank,P_02816,BANK_SRC_74,True
ACC_01800,96fb155287a6cfb9,Commercial Bank,P_00229,BANK_SRC_69,True
ACC_01801,26584270437bd9f6,Cooperative Bank,P_03962,BANK_SRC_44,True
ACC_01802,abf56d2131445e3b,NBFC,P_03469,BANK_SRC_22,True
ACC_01803,458fe209c87e50a1,Commercial Bank,P_01816,BANK_SRC_72,True
ACC_01804,7d7b37cec43b96f8,Commercial Bank,P_04813,BANK_SRC_59,True
ACC_01805,69ff6466143b1d28,Payment Bank,P_02246,BANK_SRC_32,True
ACC_01806,8b8ff217fa7b8c11,Cooperative Bank,P_03997,BANK_SRC_74,True
ACC_01807,74a1fbe46e836861,NBFC,P_01649,BANK_SRC_72,True
ACC_01808,0c1e0ed10fb6e214,NBFC,P_04210,BANK_SRC_76,True
ACC_01809,1610ac5dc4d25511,Payment Bank,P_04259,BANK_SRC_69,True
ACC_01810,7148b1ae9b54493c,Payment Bank,P_00900,BANK_SRC_63,True
ACC_01811,679b70c399e83041,Payment Bank,P_03412,BANK_SRC_15,True
ACC_01812,63cfc22282ea63ef,Cooperative Bank,P_04634,BANK_SRC_59,True
ACC_01813,697b3bd15b406117,Commercial Bank,P_02104,BANK_SRC_53,True
ACC_01814,3e6814f4f3ee5153,Payment Bank,P_04659,BANK_SRC_25,True
ACC_01815,a108acd5a519901d,Cooperative Bank,P_03386,BANK_SRC_36,True
ACC_01816,af120adde72b32d2,Cooperative Bank,P_04809,BANK_SRC_33,True
ACC_01817,f968a63b201eb403,Cooperative Bank,P_01079,BANK_SRC_57,True
ACC_01818,ebe97fdc1456a8c8,Commercial Bank,P_03236,BANK_SRC_85,True
ACC_01819,aff6da474165424e,NBFC,P_01054,BANK_SRC_82,True
ACC_01820,773c518db30bb5a1,NBFC,P_03695,BANK_SRC_84,True
ACC_01821,5aefa502f7325493,NBFC,P_03983,BANK_SRC_83,True
ACC_01822,112e5b392bc31a85,NBFC,P_04254,BANK_SRC_35,True
ACC_01823,d7af3c8af6602fd1,Cooperative Bank,P_00699,BANK_SRC_17,True
ACC_01824,a80536f4a223e126,Commercial Bank,P_02847,BANK_SRC_43,True
ACC_01825,8af64f69e0de3799,Cooperative Bank,P_01679,BANK_SRC_33,True
ACC_01826,853ed0e176e85c8a,Commercial Bank,P_02848,BANK_SRC_64,True
